word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
cheaply,,intermediate,"[""Everyday Conversation""]",Inexpensive or cheaply made,"[""The toy was cheaply made.""]",,"[""produced cheaply, available cheaply""]"
cheat,,intermediate,"[""Everyday Conversation""]",Act dishonestly or unfairly in order to gain an advantage,"[""He cheated on the test.""]",,"[""cheat on a test, cheat in a game""]"
cheat of,,intermediate,"[""Everyday Conversation""]",To deprive someone of something valuable by cheating,"[""He cheated her of her money.""]",,"[""cheat someone of money, cheat someone of property""]"
check,,intermediate,"[""Everyday Conversation""]","Examine (something) in order to determine its accuracy, quality, or condition, or to detect the presence of something","[""She checked the report for errors.""]",,"[""check the details, check for errors""]"
check in,,intermediate,"[""Everyday Conversation""]",Register one's arrival at a hotel,"[""We checked in at the hotel at 3 PM.""]",,"[""check in at the hotel, check in online""]"
check into,,intermediate,"[""Everyday Conversation""]",Investigate,"[""The police will check into the incident.""]",,"[""check into the matter, check into the problem""]"
check on,,intermediate,"[""Everyday Conversation""]","Make sure that someone or something is safe, is in a satisfactory state, or is doing what it should be doing","[""I will check on the children.""]",,"[""check on the kids, check on progress""]"
check out,,intermediate,"[""Everyday Conversation""]",Settle one's hotel bill before leaving,"[""We checked out of the hotel early in the morning.""]",,"[""check out of the hotel, check out the library book""]"
check over,,intermediate,"[""Everyday Conversation""]",Examine (something) thoroughly,"[""He checked over the documents before signing them.""]",,"[""check over the work, check over the essay""]"
check up on,,intermediate,"[""Everyday Conversation""]",Make sure someone is doing what they should be doing,"[""The manager checks up on the staff regularly.""]",,"[""check up on employees, check up on progress""]"
cheek,,intermediate,"[""Everyday Conversation""]",Either side of the face below the eye,"[""He kissed her on the cheek.""]",,"[""rosy cheeks, pinch a cheek""]"
cheerful,,intermediate,"[""Everyday Conversation""]",Noticeably happy and optimistic,"[""She is always cheerful in the morning.""]",,"[""cheerful mood, cheerful smile""]"
cheerfully,,intermediate,"[""Everyday Conversation""]",In a happy and optimistic way,"[""He cheerfully greeted everyone at the party.""]",,"[""cheerfully greeted, cheerfully answered""]"
cheese,,intermediate,"[""Everyday Conversation""]",A food made from the pressed curds of milk,"[""He added some cheese to the sandwich.""]",,"[""cheese slice, cheese grater""]"
chemical,,intermediate,"[""Everyday Conversation""]","A distinct compound or substance, especially one which has been artificially prepared or purified","[""They tested the water for chemicals.""]",,"[""chemical reaction, chemical substance""]"
chemist,,intermediate,"[""Everyday Conversation""]",A person engaged in chemical research or experiments,"[""She wants to be a chemist.""]",,"[""research chemist, industrial chemist""]"
chemistry,,intermediate,"[""Everyday Conversation""]",The branch of science that deals with the identification of the substances of which matter is composed,"[""He is studying chemistry.""]",,"[""organic chemistry, chemistry lab""]"
cheque,,intermediate,"[""Everyday Conversation""]",A written order directing a bank to pay money,"[""She wrote a cheque for the rent.""]",,"[""write a cheque, cash a cheque""]"
chest,,intermediate,"[""Everyday Conversation""]",The front surface of a person's or animal's body between the neck and the abdomen,"[""He felt a pain in his chest.""]",,"[""chest pain, chest infection""]"
chew,,intermediate,"[""Everyday Conversation""]","Bite and work (food) in the mouth with the teeth, especially to make it easier to swallow","[""He chewed the steak thoroughly.""]",,"[""chew gum, chew food""]"
chicken,,intermediate,"[""Everyday Conversation""]",A domestic fowl kept for its eggs or meat,"[""They keep chickens in their backyard.""]",,"[""fried chicken, chicken soup""]"
chief,,intermediate,"[""Everyday Conversation""]",A leader or ruler of a people or clan,"[""The chief addressed the tribe.""]",,"[""chief executive, tribal chief""]"
child,,intermediate,"[""Everyday Conversation""]",A young human being below the age of puberty or below the legal age of majority,"[""The child is playing in the yard.""]",,"[""child care, child protection""]"
chin,,intermediate,"[""Everyday Conversation""]","The protruding part of the face below the mouth, formed by the apex of the lower jaw","[""He stroked his chin thoughtfully.""]",,"[""stroke chin, chin up""]"
chip,,intermediate,"[""Everyday Conversation""]","A small piece of food removed in the process of chopping, cutting, or breaking a larger piece","[""She ate a chocolate chip cookie.""]",,"[""chocolate chip, wood chip""]"
chocolate,,intermediate,"[""Everyday Conversation""]",A food preparation in the form of a paste or solid block made from roasted and ground cacao seeds,"[""She loves dark chocolate.""]",,"[""dark chocolate, milk chocolate""]"
choice,,intermediate,"[""Everyday Conversation""]",An act of selecting or making a decision when faced with two or more possibilities,"[""You have a choice between coffee or tea.""]",,"[""make a choice, difficult choice""]"
choose,,intermediate,"[""Everyday Conversation""]",Pick out (someone or something) as being the best or most appropriate of two or more alternatives,"[""Choose the one you like best.""]",,"[""choose carefully, choose wisely""]"
chop,,intermediate,"[""Everyday Conversation""]",Cut (something) into small pieces with repeated sharp blows using an ax or knife,"[""He chopped the vegetables for the stew.""]",,"[""chop finely, chop roughly""]"
chop down,,intermediate,"[""Everyday Conversation""]",Cut down (a tree or similar plant) by cutting through its trunk with blows from an ax or similar tool,"[""They chopped down the old tree.""]",,"[""chop down a tree, chop down the plant""]"
chop off,,intermediate,"[""Everyday Conversation""]",Remove something by cutting,"[""He chopped off a branch.""]",,"[""chop off the limb, chop off the branch""]"
church,,intermediate,"[""Everyday Conversation""]",A building used for public Christian worship,"[""They go to church every Sunday.""]",,"[""church service, church bell""]"
cigarette,,intermediate,"[""Everyday Conversation""]",A thin cylinder of finely cut tobacco rolled in paper for smoking,"[""He lit a cigarette.""]",,"[""light a cigarette, cigarette smoke""]"
cinema,,intermediate,"[""Everyday Conversation""]",A theater where films are shown,"[""They went to the cinema to watch a movie.""]",,"[""go to the cinema, cinema hall""]"
circle,,intermediate,"[""Everyday Conversation""]",A round plane figure whose boundary (the circumference) consists of points equidistant from a fixed center,"[""He drew a circle on the paper.""]",,"[""draw a circle, circle of friends""]"
circumstance,,intermediate,"[""Everyday Conversation""]",A fact or condition connected with or relevant to an event or action,"[""The circumstances of the accident are still unclear.""]",,"[""under the circumstances, difficult circumstances""]"
citizen,,intermediate,"[""Everyday Conversation""]","A legally recognized subject or national of a state or commonwealth, either native or naturalized","[""She is a citizen of the United States.""]",,"[""citizen of a country, proud citizen""]"
city,,intermediate,"[""Everyday Conversation""]",A large town,"[""They live in a large city.""]",,"[""big city, city life""]"
civil,,intermediate,"[""Everyday Conversation""]","Relating to ordinary citizens and their concerns, as distinct from military or ecclesiastical matters","[""They discussed civil rights issues.""]",,"[""civil rights, civil law""]"
claim,,intermediate,"[""Everyday Conversation""]","State or assert that something is the case, typically without providing evidence or proof","[""She claimed to have seen the missing person.""]",,"[""claim responsibility, claim innocence""]"
clap,,intermediate,"[""Everyday Conversation""]","Strike the palms of (one's hands) together repeatedly, typically in order to applaud","[""The audience clapped loudly.""]",,"[""clap hands, clap loudly""]"
class,,intermediate,"[""Everyday Conversation""]","A set or category of things having some property or attribute in common and differentiated from others by kind, type, or quality","[""He is in the top class of his grade.""]",,"[""class of students, social class""]"
classic,,intermediate,"[""Everyday Conversation""]",Judged over a period of time to be of the highest quality and outstanding of its kind,"[""That book is a classic.""]",,"[""classic novel, classic example""]"
classroom,,intermediate,"[""Everyday Conversation""]",A room in which a class of students is taught,"[""The classroom was full of students.""]",,"[""classroom activities, classroom environment""]"
clean,,intermediate,"[""Everyday Conversation""]","Free from dirt, marks, or stains","[""She cleaned the kitchen.""]",,"[""clean the house, clean clothes""]"
clean up,,intermediate,"[""Everyday Conversation""]",Make neat and tidy by removing rubbish or unwanted items,"[""They cleaned up after the party.""]",,"[""clean up the mess, clean up quickly""]"
clear,,intermediate,"[""Everyday Conversation""]","Easy to perceive, understand, or interpret","[""The instructions were clear.""]",,"[""clear sky, clear instructions""]"
clearly,,intermediate,"[""Everyday Conversation""]","In a way that is easy to see, hear, or understand","[""She spoke clearly into the microphone.""]",,"[""speak clearly, see clearly""]"
