word,pronunciation,difficulty,categories,definition,examples,usage_notes,collocations
advert,/ˈæd.vɜːrt/,intermediate,"[""News & Media"", ""Work"", ""Business""]","A short form of the word 'advertisement', which is a public notice, picture, or video promoting a product, service, or event.","[""I saw an interesting advert for a new smartphone on TV last night."", ""They placed an advert in the local newspaper to find a new assistant.""]","This is a British English term. In American English, the word 'ad' is much more commonly used instead of 'advert'.","[""place an advert"", ""TV advert"", ""newspaper advert"", ""job advert""]"
advertise,/ˈædvərˌtaɪz/,intermediate,"[""Everyday Conversation"", ""Work"", ""Technology"", ""Business""]","To tell the public about a product, service, or event in order to encourage people to buy, use, or attend it.","[""The company decided to advertise their new smartphone on television and social media."", ""They are advertising for a new marketing manager in the local newspaper.""]","Can be used with 'for' when looking to hire someone or find something (e.g., 'advertise for a roommate'). Note the spelling difference: 'advertise' is standard in both US and UK English, unlike some words where UK English uses '-ise' and US uses '-ize'.","[""advertise a product"", ""advertise heavily"", ""advertise for a job"", ""advertise online""]"
advertisement,/ˌædvərˈtaɪzmənt/,beginner,"[""Everyday Conversation"", ""News & Media"", ""Work"", ""Technology""]","A picture, short film, or text that tries to persuade people to buy a product, use a service, or apply for a job.","[""I saw an advertisement for a new smartphone on television."", ""The company placed an advertisement in the local newspaper to hire a new manager.""]",Often shortened to 'ad' (informal) or 'advert' (mainly British English). Note the difference in US pronunciation (/ˌædvərˈtaɪzmənt/) and UK pronunciation (/ədˈvɜːtɪsmənt/).,"[""place an advertisement"", ""online advertisement"", ""television advertisement"", ""pop-up advertisement""]"
advertising,/ˈædvərˌtaɪzɪŋ/,intermediate,"[""Everyday Conversation"", ""Business"", ""Technology"", ""News & Media""]","The business or activity of creating advertisements to persuade people to buy products, services, or ideas.","[""The company spent millions of dollars on television advertising last year."", ""She decided to pursue a career in digital advertising after graduating.""]","Note that 'advertising' is an uncountable noun (e.g., 'a lot of advertising', not 'an advertising'). To talk about a single item, use 'an advertisement' or 'an ad'.","[""advertising agency"", ""advertising campaign"", ""digital advertising"", ""misleading advertising""]"
advice,/ədˈvaɪs/,beginner,"[""Everyday Conversation""]",An opinion or recommendation given to someone about what they should do in a particular situation.,"[""She asked her teacher for advice on how to study for the exam."", ""My uncle gave me some good financial advice before I bought my first car.""]","Advice is an uncountable noun. Do not say 'an advice' or 'advices'. Instead, use 'a piece of advice' or 'some advice'. Do not confuse with the verb 'advise'.","[""give advice"", ""take advice"", ""ask for advice"", ""a piece of advice""]"
advise,/ədˈvaɪz/,intermediate,"[""Everyday Conversation""]",To give someone a recommendation or suggestion about what they should do in a particular situation.,"[""The doctor advised him to get more rest and drink plenty of fluids."", ""I would strongly advise against making a decision before reading the full report.""]",Commonly confused with the noun 'advice' (with a 'c'). 'Advise' is the verb form (ends in a /z/ sound). Common patterns include 'advise someone to do something' or 'advise someone against something'.,"[""strongly advise"", ""advise someone to"", ""advise against"", ""expertly advise""]"
affair,/əˈfer/,intermediate,"[""Everyday Conversation""]","An event, matter, or public concern; it can also refer to a secret sexual relationship between two people, especially when at least one of them is married.","[""The mayor's involvement in the financial scandal became a public affair."", ""She discovered that her husband was having an affair with a co-worker.""]","When referring to a romantic relationship, it is almost always used with the verb 'have' (e.g., 'to have an affair'). In the plural form ('affairs'), it often refers to personal or business matters, such as 'financial affairs'.","[""have an affair"", ""a public affair"", ""foreign affairs"", ""state of affairs""]"
affect,/əˈfɛkt/,intermediate,"[""Everyday Conversation""]",To produce a change or influence in someone or something.,"[""The bad weather will affect our travel plans this weekend."", ""How you sleep can directly affect your mood the next day.""]","Often confused with 'effect'. 'Affect' is usually a verb (to influence), while 'effect' is usually a noun (a result).","[""directly affect"", ""adversely affect"", ""seriously affect"", ""affect the outcome""]"
affection,/əˈfɛkʃən/,intermediate,"[""Everyday Conversation""]","A gentle feeling of liking, fondness, or caring for someone or something.","[""She showed deep affection for her old dog by taking him on slow daily walks."", ""He held a lot of affection for the small town where he grew up.""]","Usually an uncountable noun, but can be used in the plural ('affections') to refer to romantic feelings or love.","[""show affection"", ""deep affection"", ""mutual affection"", ""feel affection for""]"
afford,/əˈfɔːrd/,beginner,"[""Everyday Conversation"", ""Business""]",To have enough money or time to be able to buy or do something.,"[""I would love to buy that car, but I can't afford it right now."", ""We can't afford to waste any more time on this project.""]","Usually used with 'can', 'could', or 'be able to' in negative sentences or questions. When followed by another verb, use the to-infinitive form (e.g., 'afford to buy', not 'afford buying').","[""can afford"", ""can't afford to"", ""afford the cost"", ""afford a luxury""]"
afraid,/əˈfreɪd/,beginner,"[""Everyday Conversation""]","Feeling fear, worry, or anxiety about something bad that might happen.","[""Don't be afraid to ask questions if you don't understand."", ""She was afraid of the dark when she was a young child.""]","Commonly followed by 'of' + noun/gerund (afraid of dogs) or 'to' + verb (afraid to speak). In polite conversation, 'I'm afraid...' is often used to mean 'I am sorry to say...'. Note that 'afraid' is rarely used directly before a noun.","[""afraid of the dark"", ""afraid to fail"", ""I'm afraid that..."", ""nothing to be afraid of""]"
after,/ˈæftər/,beginner,"[""Everyday Conversation""]","Later in time than something else, or behind someone or something in place or order.","[""We went for a walk after dinner."", ""The letter 'B' comes after 'A' in the alphabet.""]","Can be used as a preposition, conjunction, or adverb. A common mistake is using 'after' instead of 'in' when referring to a future time period (e.g., say 'I will return in an hour,' not 'after an hour').","[""after all"", ""day after day"", ""one after another"", ""shortly after""]"
afternoon,/ˌæftərˈnun/,beginner,"[""Everyday Conversation"", ""Food & Dining""]",The period of time between midday (noon) and evening.,"[""I usually feel a bit tired in the afternoon, so I drink some tea."", ""Are you free this afternoon to go for a walk?""]","We use the preposition 'in' when referring to this time of day (e.g., 'in the afternoon'), but we use 'this' or 'yesterday' without a preposition (e.g., 'this afternoon').","[""this afternoon"", ""in the afternoon"", ""afternoon tea"", ""good afternoon""]"
